"id","y"
0,77.0821533203125
1,74.4536743164062
2,73.0411376953125
3,58.3927001953125
4,75.0229797363281
5,60.5388298034668
6,78.7760238647461
7,68.1902160644531
8,75.9046020507812
9,61.9316711425781
10,76.8601608276367
11,55.7545928955078
12,70.7557220458984
13,74.4388275146484
14,77.7049865722656
15,74.7373123168945
16,62.9916915893555
17,66.7665710449219
18,70.7016754150391
19,67.9261093139648
20,66.0090179443359
21,64.3241958618164
22,81.7473754882812
23,71.0252990722656
24,74.4946899414062
25,65.3996963500977
26,63.8202705383301
27,77.2127380371094
28,80.6390762329102
29,74.0847778320312
30,51.2633018493652
31,71.5180892944336
32,64.6154708862305
33,65.331916809082
34,66.4392776489258
35,65.5527420043945
36,79.4815368652344
37,57.7967834472656
38,67.7959442138672
39,68.9394149780273
40,77.0556716918945
41,77.0521545410156
42,62.9988021850586
43,65.2257919311523
44,67.0503997802734
45,66.738883972168
46,79.3884201049805
47,74.513786315918
48,78.4067687988281
49,77.1972885131836
50,62.4407997131348
51,62.7192726135254
52,62.1177101135254
53,63.2652702331543
54,57.7786331176758
55,65.3066253662109
56,80.3568344116211
57,59.2744598388672
58,52.8810119628906
59,71.118537902832
60,73.6080474853516
61,78.0188903808594
62,75.4896087646484
63,62.6937561035156
64,67.3421249389648
65,64.3549118041992
66,78.1614532470703
67,77.6783218383789
68,66.0921783447266
69,57.380241394043
70,74.5310745239258
71,67.0617294311523
72,79.8639068603516
73,75.20654296875
74,57.3131217956543
75,64.1830749511719
76,66.7651977539062
77,69.5780792236328
78,72.9687423706055
79,61.5808410644531
80,67.6871795654297
81,72.3806686401367
82,75.2196731567383
83,66.6089553833008
84,67.4150695800781
85,75.6232376098633
86,73.9166564941406
87,84.2140197753906
88,71.597038269043
89,69.7716522216797
90,85.7590179443359
91,70.4538955688477
92,70.6224365234375
93,66.6386566162109
94,76.8226165771484
95,64.8894119262695
96,81.2607650756836
97,76.4225921630859
98,60.4819641113281
99,63.9105567932129
100,73.8627777099609
101,74.3586730957031
102,80.2201538085938
103,73.7583694458008
104,73.696403503418
105,70.1746826171875
106,78.7479629516602
107,83.1342849731445
108,73.7835540771484
109,78.1402282714844
110,64.9466552734375
111,69.723518371582
112,69.0639572143555
113,76.161735534668
114,62.3045883178711
115,67.2513580322266
116,78.3578491210938
117,62.5673599243164
118,62.4000053405762
119,76.2415313720703
120,72.3003158569336
121,65.8828048706055
122,69.2748260498047
123,65.003044128418
124,63.5166549682617
125,62.0423355102539
126,58.8778953552246
127,78.5656661987305
128,62.4477043151855
129,73.9303588867188
130,77.3324813842773
131,71.7622756958008
132,68.2397308349609
133,60.8703956604004
134,64.3695678710938
135,70.7541122436523
136,70.1088638305664
137,62.3462028503418
138,53.211311340332
139,69.6749420166016
140,57.1675834655762
141,69.9445724487305
142,65.1877899169922
143,81.5301666259766
144,78.541015625
145,76.216552734375
146,70.0424728393555
147,77.3299789428711
148,68.0942611694336
149,71.0620651245117
150,68.6877899169922
151,70.7493209838867
152,60.0263900756836
153,67.0999450683594
154,73.74853515625
155,77.6828308105469
156,70.8326873779297
157,81.9376831054688
158,62.6538047790527
159,71.7968139648438
160,65.978401184082
161,61.9515342712402
162,76.0086441040039
163,60.5536079406738
164,61.1723442077637
165,56.7646789550781
166,70.6160125732422
167,63.4016227722168
168,75.6326370239258
169,73.7062759399414
170,69.1736145019531
171,72.1710891723633
172,69.096565246582
173,56.6945304870605
174,72.6545944213867
175,60.0574073791504
176,74.5106964111328
177,71.0442962646484
178,60.9726333618164
179,72.0778045654297
180,76.3749771118164
181,77.2561492919922
182,81.0199279785156
183,78.1723480224609
184,78.7235794067383
185,75.7304534912109
186,64.3481369018555
187,63.9465675354004
188,66.0221862792969
189,58.2816047668457
190,66.0050277709961
191,74.3446807861328
192,79.776481628418
193,61.8010177612305
194,69.2197341918945
195,79.5381546020508
196,71.0453262329102
197,77.7871932983398
198,80.0263214111328
199,78.9250717163086
200,55.4206581115723
201,75.8322067260742
202,73.6119079589844
203,69.5393142700195
204,69.7782974243164
205,72.5882568359375
206,78.2171478271484
207,57.3359260559082
208,60.4743194580078
209,63.0457420349121
210,72.9608459472656
211,65.6087875366211
212,66.1007843017578
213,77.537841796875
214,55.3619804382324
215,56.3833618164062
216,69.0537338256836
217,74.5846557617188
218,58.9812507629395
219,81.3342666625977
220,77.5433349609375
221,75.2683181762695
222,54.2151069641113
223,59.6433715820312
224,69.9728851318359
225,78.4054870605469
226,73.7544937133789
227,76.6298065185547
228,68.1756896972656
229,72.8638000488281
230,67.3031311035156
231,73.4122924804688
232,61.80859375
233,76.191162109375
234,61.4746513366699
235,71.5962142944336
236,66.6231460571289
237,55.0279541015625
238,74.8634185791016
239,68.6538696289062
240,72.6311645507812
241,62.174732208252
242,68.9643173217773
243,74.6666107177734
244,61.5968208312988
245,59.8432731628418
246,70.7179718017578
247,78.4138107299805
248,79.836181640625
249,63.2880439758301
250,63.354866027832
251,69.9747467041016
252,71.9984359741211
253,58.4206199645996
254,66.3171691894531
255,77.5285949707031
256,89.0210800170898
257,76.2257537841797
258,64.6689910888672
259,72.0742874145508
260,64.0535278320312
261,82.7445220947266
262,61.1975288391113
263,61.6767616271973
264,75.8229904174805
265,64.9390563964844
266,81.3125686645508
267,74.5003051757812
268,69.940299987793
269,64.9946823120117
270,74.7517547607422
271,64.9185180664062
272,65.082878112793
273,60.7872657775879
274,70.7175674438477
275,66.936897277832
276,76.2609939575195
277,76.3513336181641
278,78.5083312988281
279,73.6915664672852
280,73.7613677978516
281,80.040412902832
282,68.7751388549805
283,69.878547668457
284,62.6070213317871
285,84.5930862426758
286,82.7896957397461
287,76.6241760253906
288,73.5136184692383
289,70.6043319702148
290,65.891960144043
291,65.0693511962891
292,69.8011322021484
293,76.3434448242188
294,66.7510681152344
295,68.3930892944336
296,57.4980392456055
297,57.2862892150879
298,65.8068923950195
