id,y
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,3
16,0
17,2
18,2
19,3
20,0
21,2
22,0
23,0
24,0
25,0
26,0
27,2
28,0
29,0
30,2
31,2
32,0
33,0
34,0
35,1
36,2
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,2
50,0
51,1
52,0
53,0
54,0
55,3
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,2
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,2
73,0
74,0
75,2
76,0
77,0
78,0
79,0
80,0
81,2
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,2
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,1
107,0
108,0
109,0
110,0
111,1
112,0
113,0
114,1
115,0
116,0
117,0
118,2
119,2
120,0
121,0
122,0
123,3
124,0
125,0
126,0
127,2
128,0
129,0
130,0
131,0
132,0
133,0
134,1
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,2
143,2
144,0
145,2
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,2
161,0
162,2
163,2
164,0
165,0
166,0
167,0
168,0
169,1
170,2
171,1
172,2
173,2
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,1
182,0
183,0
184,0
185,0
186,2
187,3
188,0
189,2
190,2
191,0
192,0
193,0
194,0
195,0
196,0
197,1
198,0
199,0
200,0
201,0
202,0
203,0
204,2
205,0
206,1
207,0
208,0
209,0
210,0
211,2
212,0
213,0
214,0
215,0
216,0
217,0
218,1
219,0
220,3
221,0
222,0
223,2
224,0
225,0
226,0
227,0
228,2
229,0
230,0
231,0
232,2
233,0
234,2
235,0
236,0
237,0
238,1
239,0
240,0
241,0
242,0
243,0
244,2
245,0
246,2
247,1
248,0
249,0
250,0
251,0
252,0
253,0
254,2
255,0
256,0
257,0
258,2
259,2
260,0
261,0
262,0
263,0
264,0
265,0
266,2
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,2
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,2
286,0
287,0
288,2
289,2
290,2
291,2
292,0
293,0
294,0
295,0
296,2
297,2
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,2
310,0
311,0
312,0
313,0
314,0
315,3
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,1
324,0
325,2
326,2
327,0
328,0
329,2
330,0
331,2
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,2
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,2
357,0
358,0
359,3
360,0
361,0
362,0
363,0
364,2
365,2
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,2
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,2
387,0
388,0
389,2
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,2
400,0
401,0
402,0
403,0
404,0
405,2
406,0
407,0
408,2
409,0
410,0
411,0
412,0
413,2
414,2
415,0
416,2
417,0
418,2
419,0
420,2
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,2
436,0
437,0
438,0
439,2
440,0
441,0
442,2
443,0
444,0
445,0
446,0
447,0
448,3
449,0
450,0
451,0
452,0
453,0
454,2
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,2
463,0
464,0
465,0
466,0
467,0
468,0
469,2
470,0
471,0
472,0
473,0
474,2
475,0
476,0
477,0
478,0
479,2
480,0
481,0
482,0
483,2
484,0
485,2
486,0
487,2
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,2
498,0
499,0
500,0
501,1
502,0
503,0
504,0
505,2
506,2
507,0
508,2
509,0
510,2
511,0
512,0
513,0
514,2
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,2
528,0
529,0
530,0
531,3
532,0
