Id,y
10000,-66.00242349023135
10001,451.40650440115496
10002,-461.6764170602992
10003,40.501208753723155
10004,-126.74472245403695
10005,-342.5345518192509
10006,-396.555542113589
10007,335.5412790790874
10008,-99.51242087062352
10009,304.81253980627594
10010,68.89453048978542
10011,412.369195455907
10012,54.94237102476802
10013,-17.005550754779755
10014,-597.8499575722611
10015,443.5022887864149
10016,144.77448697804346
10017,-57.411163672536475
10018,134.38782757746054
10019,-108.98377598910861
10020,153.82482842506695
10021,611.7359836022022
10022,588.3896503384219
10023,-131.01679995801982
10024,-61.13562114122955
10025,-374.2484953169727
10026,74.15799307965405
10027,137.43837873610437
10028,420.0866117967906
10029,196.76562571344272
10030,268.4428498005315
10031,638.4749102511089
10032,127.37873138691971
10033,1.349118758399993
10034,22.710453177407953
10035,342.2395345225648
10036,307.7039669741719
10037,348.1382087009398
10038,-168.65286130735439
10039,-20.221130904617247
10040,-551.7499275731116
10041,-429.9718040667402
10042,261.891958706744
10043,389.82042612922123
10044,-96.16562227356556
10045,-210.71080125632415
10046,278.8818687840113
10047,-427.45330103104914
10048,-172.90325291756716
10049,467.2643783557858
10050,-631.5587355874388
10051,-355.5316593381784
10052,143.17327553860383
10053,69.1992025989421
10054,275.5882739767254
10055,-263.1886122041024
10056,167.49830723241257
10057,104.5778958901426
10058,230.07008661007552
10059,20.988026644576514
10060,-4.822581262501569
10061,-201.92294081063733
10062,560.06392656577
10063,55.288476252449016
10064,671.3015746918345
10065,-493.7487382852285
10066,-279.35303673259205
10067,-53.71252761314789
10068,379.69819550097543
10069,315.0714108579814
10070,169.13001732614316
10071,-271.59930326901133
10072,783.8022226750343
10073,44.57731151554853
10074,57.40678005457738
10075,-161.07827414306797
10076,-220.66957847885737
10077,223.2412944292918
10078,352.66559554375414
10079,13.163291366265593
10080,-461.9941469857305
10081,305.3721466914234
10082,-230.59656173861126
10083,359.07444324254396
10084,-430.2605633759214
10085,-115.54882205546187
10086,-88.96006387867374
10087,-488.2901898080419
10088,-139.35033854713527
10089,57.338808108526884
10090,-190.33624272166423
10091,-6.508092914824647
10092,189.29107774701833
10093,346.60367818565527
10094,871.6273206485897
10095,-147.01353738653847
10096,443.4899377794298
10097,-30.498432974436962
10098,185.4634575344594
10099,-119.917171517328
10100,43.575238001807406
10101,58.31857155224445
10102,-197.15246829839762
10103,-70.47160678841223
10104,-342.8460532886677
10105,-29.23358987371704
10106,49.5229292961036
10107,-16.246144137913213
10108,33.77506926160684
10109,-68.88307748324137
10110,25.863399493696853
10111,-617.3142842716956
10112,-185.90441301194892
10113,323.78310610938627
10114,-35.66219572212788
10115,-733.5297711613837
10116,-240.73856264736105
10117,-381.9731466242489
10118,75.31994462169504
10119,36.61032645911787
10120,-28.756270225023115
10121,-481.16062796858796
10122,408.85023042298866
10123,-765.0217471991634
10124,178.0726965163704
10125,-7.64987938567325
10126,134.79684623375925
10127,-477.45851421287034
10128,-248.706253013236
10129,-361.88465722386366
10130,-18.755611748554212
10131,7.795604374434674
10132,-109.10598972538367
10133,-63.0737452421943
10134,591.8231837349157
10135,259.61263369662777
10136,-279.86583200876754
10137,93.22535940051844
10138,-427.2873154191352
10139,84.38656633089813
10140,-311.54463064415546
10141,11.419268612561472
10142,-297.83146842358514
10143,-331.9289709686432
10144,656.0132305257306
10145,-476.6626813650537
10146,361.19404513377464
10147,-150.18526861192288
10148,299.9467190243239
10149,-191.72143219270782
10150,151.9499951161202
10151,-64.67275781576416
10152,351.24486163063347
10153,-370.6364457562725
10154,349.224981786111
10155,273.5246096168014
10156,783.1971843196874
10157,-124.2378897357402
10158,-155.22004432990823
10159,-506.9556493864102
10160,201.69321238561542
10161,-415.17405715963616
10162,-348.1651051695647
10163,-201.9522410868096
10164,-658.9504470533369
10165,179.34640168171524
10166,124.06925816168723
10167,-209.15025355201777
10168,213.70513477400573
10169,-82.11721023808938
10170,-97.11026989726857
10171,124.26800574648044
10172,50.28991565714283
10173,538.7439592813367
10174,630.0175345543369
10175,217.2592778265442
10176,-491.7337413267076
10177,-131.14175113883266
10178,362.3930224172945
10179,-14.36303805540822
10180,-30.261757361676267
10181,-107.32358076729913
10182,-334.06259292967184
10183,299.50639964643267
10184,-103.47221484505344
10185,179.82049946719422
10186,122.20070887900692
10187,86.58037161690629
10188,386.482560566992
10189,-613.3611745045823
10190,-269.81638738346277
10191,260.7314512622859
10192,-44.62016128042724
10193,-159.15717576416858
10194,-145.2455987935752
10195,447.22821487600123
10196,476.35698596959475
10197,121.79421345327242
10198,-1.5356790561064826
10199,410.7440965387812
10200,90.8280997996474
10201,150.07336956845117
10202,24.033652961546842
10203,273.8866340536305
10204,-154.5292603802509
10205,42.58890150706581
10206,617.3417063168563
10207,38.939360761429725
10208,-91.43610119490418
10209,225.3532747739113
10210,151.0582757708565
10211,-86.91664773646005
10212,-101.71788958007302
10213,161.93776502605508
10214,357.87041410354544
10215,32.145978186554295
10216,-379.14539920029216
10217,-165.94213222367185
10218,257.453921694541
10219,-124.83850779184118
10220,47.08451472299198
10221,-67.05065138980198
10222,287.17334413416376
10223,836.2674277701623
10224,-78.73329260205637
10225,-293.00922915219377
10226,284.91632646225605
10227,377.9514320082277
10228,-473.94261958972277
10229,-538.8094549766042
10230,-372.90475040318677
10231,-83.37700889968747
10232,157.4620595191128
10233,167.50291456151032
10234,-105.69040574319642
10235,561.1616879176283
10236,-149.35531895746803
10237,196.9668051235223
10238,-33.819911727579644
10239,5.19941988233748
10240,-121.70842296063248
10241,53.47357981737845
10242,531.2918938411246
10243,-157.60262258937593
10244,-183.77196239261227
10245,643.8322464256623
10246,17.780306010129436
10247,-92.07939719460269
10248,485.4931646050748
10249,-221.2365786079393
10250,490.6065050484616
10251,-43.677159154250454
10252,139.9332298711764
10253,207.50447442761106
10254,17.092647024360154
10255,-396.4720331605292
10256,-168.30166761529148
10257,-75.59324100124431
10258,-292.0735078007695
10259,-59.37366534663312
10260,247.36904706438435
10261,206.83112758185635
10262,17.4624644640802
10263,-181.81148500656963
10264,300.17615094548603
10265,-567.6387247955888
10266,311.5932728526349
10267,-9.929511835492168
10268,161.407823045478
10269,272.3855992297234
10270,55.122457419425544
10271,-15.278267412197627
10272,286.40230194290285
10273,387.88861194347453
10274,-148.57888863638655
10275,171.9523524483959
10276,-411.570592222679
10277,213.8025382707521
10278,133.93002437371723
10279,-99.01717750124169
10280,-162.41724224558237
10281,-39.074190113478714
10282,-295.1584521832394
10283,141.32481354359575
10284,163.05983005334582
10285,-55.4554014624177
10286,-145.74067609352164
10287,16.350462436354473
10288,-364.2985584828285
10289,558.6630187376728
10290,40.050661219007495
10291,67.63734504296997
10292,559.8400846554662
10293,469.8069471574157
10294,-149.49980105452948
10295,-328.8227866996963
10296,425.77131704667426
10297,85.50466241179477
10298,-166.91553705584946
10299,-662.2984070393496
10300,50.28039165300363
10301,-11.355718332961738
10302,-451.8112644495304
10303,78.67283313413112
10304,-386.8187999173566
10305,-273.2273830523715
10306,352.0150454400221
10307,-263.84804091810213
10308,-214.73022299361187
10309,-84.88115489738432
10310,745.8832791254226
10311,-418.9751084522736
10312,739.1991251661946
10313,-469.0774263529478
10314,481.8298448656713
10315,363.2079747874407
10316,-270.25304182071903
10317,-399.59212471613193
10318,234.45728030706428
10319,-38.734693570326314
10320,238.36874871850696
10321,28.697441990182757
10322,238.23095785965285
10323,-130.00744030000118
10324,-681.2945617788498
10325,61.58065295954253
10326,-444.9298506709591
10327,-14.713208392840704
10328,680.4767823428567
10329,288.7326064937642
10330,839.9704901556719
10331,416.65747651917934
10332,167.35603728915677
10333,-86.77953786706865
10334,332.76996760043664
10335,-201.33443093425367
10336,-43.625082987841324
10337,-107.90237779609697
10338,-284.03573802517064
10339,232.60855717832584
10340,237.83315171539985
10341,74.3998056772031
10342,255.51770406364594
10343,-168.64961928561027
10344,68.56334601629001
10345,-365.4419817252605
10346,189.70649886094606
10347,-369.833249766709
10348,-250.90024390237787
10349,76.31355019623211
10350,-344.9455092337759
10351,-187.42339326812564
10352,482.1697569825219
10353,125.75266972885993
10354,450.6919437521854
10355,216.17619018208205
10356,34.34193571930482
10357,57.51145596121523
10358,-211.41949894712724
10359,49.762491809493056
10360,76.11104020758437
10361,-29.196254490440754
10362,33.048958528737444
10363,364.56271216310006
10364,234.48280987315138
10365,-21.796554859090026
10366,-476.9378770477999
10367,43.56765899304688
10368,-310.9572136651692
10369,-46.94111622603707
10370,181.1955810713355
10371,-214.9624298200718
10372,-80.22706031522137
10373,841.2082291657364
10374,102.35678708587002
10375,37.29773804688175
10376,77.39818275960207
10377,435.7945214936922
10378,111.39479265155708
10379,-128.82922415387503
10380,573.0501210583959
10381,48.602468077911176
10382,-68.55414659218859
10383,56.68162450583026
10384,-360.3099319994402
10385,131.90192283450412
10386,-264.5258976334305
10387,-378.79324972499256
10388,-190.09929259976624
10389,862.9152130409614
10390,159.57649666231072
10391,514.0204635801454
10392,61.38766780340694
10393,720.875895832658
10394,-450.97673103980213
10395,105.89444211999725
10396,-27.532603044002844
10397,-23.435561966770035
10398,331.20599829494574
10399,-156.02456394824097
10400,0.9477018385603401
10401,17.232405165319676
10402,143.23908417021238
10403,53.226451390746696
10404,41.013349269794375
10405,-129.39255146834734
10406,430.91652104593015
10407,-427.90961965735704
10408,49.11400485209167
10409,-221.64758038918734
10410,-313.7597121868504
10411,115.24452244706981
10412,96.1009720445355
10413,-399.9159849424208
10414,-8.411407923562937
10415,733.1841324374682
10416,-332.4267664916509
10417,83.67612042194328
10418,339.7927486554425
10419,-35.115701314514254
10420,38.20433543387795
10421,-606.198489055931
10422,194.27285338946172
10423,155.0315511615824
10424,-111.25647787348382
10425,-63.33937163651609
10426,403.935818728964
10427,690.9194303358596
10428,75.78129943644994
10429,-340.31540652357603
10430,-195.76159542697832
10431,40.44513870875569
10432,-137.65418796029275
10433,-95.67479658954473
10434,290.8435378725027
10435,568.4646813472785
10436,351.2186507540743
10437,194.7151665816827
10438,-312.1508420871936
10439,-518.3107868724476
10440,-80.75158048061283
10441,-109.91053830578457
10442,491.4108364751963
10443,371.48514486049373
10444,343.8566446684352
10445,114.60785397368447
10446,-315.2044219098824
10447,83.10396509307073
10448,-82.59915101774061
10449,-182.21902722527557
10450,-294.91729245130466
10451,-294.21055531486957
10452,611.5470417356519
10453,-34.7561341035925
10454,-115.04157690057775
10455,263.2793379023756
10456,346.05651209283803
10457,194.61161526910993
10458,257.35614963849423
10459,-303.20809492711504
10460,-173.1959108570598
10461,-88.53983448578467
10462,137.6016120001119
