Id,y
45324,4
45325,2
45326,1
45327,2
45328,2
45329,1
45330,1
45331,1
45332,2
45333,3
45334,4
45335,1
45336,1
45337,1
45338,2
45339,1
45340,3
45341,1
45342,1
45343,3
45344,4
45345,3
45346,1
45347,4
45348,2
45349,1
45350,4
45351,3
45352,1
45353,3
45354,1
45355,1
45356,2
45357,1
45358,1
45359,1
45360,1
45361,1
45362,2
45363,1
45364,1
45365,2
45366,1
45367,4
45368,1
45369,1
45370,1
45371,1
45372,1
45373,3
45374,1
45375,3
45376,1
45377,1
45378,1
45379,4
45380,1
45381,1
45382,1
45383,3
45384,1
45385,2
45386,3
45387,3
45388,1
45389,1
45390,3
45391,2
45392,1
45393,1
45394,1
45395,1
45396,3
45397,1
45398,1
45399,1
45400,2
45401,3
45402,1
45403,2
45404,4
45405,1
45406,2
45407,1
45408,4
45409,1
45410,3
45411,3
45412,1
45413,2
45414,1
45415,4
45416,1
45417,1
45418,1
45419,3
45420,4
45421,2
45422,3
45423,1
45424,1
45425,1
45426,3
45427,4
45428,3
45429,1
45430,3
45431,4
45432,4
45433,1
45434,1
45435,1
45436,1
45437,1
45438,1
45439,2
45440,1
45441,1
45442,1
45443,3
45444,3
45445,3
45446,1
45447,1
45448,1
45449,1
45450,2
45451,1
45452,1
45453,1
45454,1
45455,3
45456,4
45457,3
45458,1
45459,3
45460,4
45461,2
45462,4
45463,1
45464,3
45465,2
45466,4
45467,3
45468,4
45469,1
45470,3
45471,4
45472,1
45473,1
45474,2
45475,1
45476,3
45477,4
45478,1
45479,1
45480,1
45481,4
45482,1
45483,1
45484,4
45485,3
45486,1
45487,4
45488,4
45489,1
45490,1
45491,4
45492,3
45493,2
45494,1
45495,1
45496,2
45497,1
45498,1
45499,3
45500,1
45501,3
45502,2
45503,2
45504,1
45505,4
45506,1
45507,3
45508,1
45509,3
45510,1
45511,1
45512,2
45513,1
45514,2
45515,1
45516,1
45517,1
45518,3
45519,1
45520,4
45521,2
45522,1
45523,2
45524,1
45525,4
45526,1
45527,2
45528,3
45529,2
45530,3
45531,1
45532,1
45533,1
45534,2
45535,1
45536,1
45537,1
45538,4
45539,1
45540,4
45541,1
45542,1
45543,1
45544,2
45545,4
45546,2
45547,1
45548,1
45549,1
45550,1
45551,1
45552,2
45553,1
45554,1
45555,1
45556,2
45557,1
45558,1
45559,1
45560,4
45561,3
45562,1
45563,3
45564,3
45565,1
45566,1
45567,3
45568,3
45569,4
45570,4
45571,1
45572,1
45573,1
45574,1
45575,1
45576,3
45577,3
45578,4
45579,1
45580,4
45581,1
45582,2
45583,1
45584,4
45585,1
45586,1
45587,1
45588,1
45589,4
45590,1
45591,3
45592,2
45593,1
45594,1
45595,4
45596,3
45597,4
45598,1
45599,2
45600,2
45601,1
45602,1
45603,1
45604,3
45605,1
45606,3
45607,1
45608,1
45609,1
45610,1
45611,1
45612,4
45613,1
45614,1
45615,3
45616,1
45617,1
45618,3
45619,1
45620,2
45621,3
45622,3
45623,2
45624,1
45625,1
45626,1
45627,1
45628,4
45629,2
45630,1
45631,1
45632,1
45633,4
45634,1
45635,1
45636,3
45637,1
45638,1
45639,1
45640,1
45641,3
45642,1
45643,4
45644,1
45645,3
45646,1
45647,1
45648,1
45649,3
45650,1
45651,1
45652,2
45653,1
45654,3
45655,1
45656,1
45657,1
45658,2
45659,3
45660,1
45661,1
45662,1
45663,1
45664,1
45665,1
45666,3
45667,1
45668,3
45669,2
45670,4
45671,1
45672,4
45673,1
45674,3
45675,1
45676,1
45677,1
45678,1
45679,4
45680,1
45681,3
45682,4
45683,2
45684,3
45685,1
45686,1
45687,1
45688,1
45689,1
45690,1
45691,4
45692,2
45693,1
45694,1
45695,1
45696,4
45697,1
45698,1
45699,4
45700,1
45701,3
45702,1
45703,2
45704,1
45705,3
45706,1
45707,3
45708,2
45709,2
45710,2
45711,1
45712,1
45713,1
45714,1
45715,1
45716,2
45717,1
45718,1
45719,1
45720,2
45721,2
45722,1
45723,2
45724,1
45725,2
45726,1
45727,3
45728,1
45729,1
45730,1
45731,4
45732,3
45733,1
45734,1
45735,1
45736,1
45737,4
45738,1
45739,3
45740,2
45741,1
45742,3
45743,3
45744,1
45745,1
45746,3
45747,4
45748,1
45749,1
45750,1
45751,3
45752,2
45753,4
45754,1
45755,2
45756,2
45757,1
45758,3
45759,1
45760,4
45761,3
45762,3
45763,1
45764,1
45765,2
45766,1
45767,1
45768,3
45769,1
45770,4
45771,4
45772,4
45773,2
45774,1
45775,1
45776,3
45777,4
45778,2
45779,3
45780,4
45781,1
45782,1
45783,3
45784,1
45785,2
45786,4
45787,1
45788,1
45789,3
45790,1
45791,1
45792,1
45793,3
45794,3
45795,2
45796,1
45797,1
45798,2
45799,1
45800,2
45801,1
45802,2
45803,1
45804,2
45805,1
45806,1
45807,1
45808,1
45809,4
45810,1
45811,1
45812,1
45813,1
45814,1
45815,1
45816,3
45817,1
45818,2
45819,3
45820,1
45821,4
45822,1
45823,1
45824,1
45825,3
45826,1
45827,1
45828,1
45829,4
45830,1
45831,3
45832,3
45833,1
45834,4
45835,1
45836,2
45837,1
45838,3
45839,1
45840,2
45841,1
45842,1
45843,2
45844,2
45845,1
45846,1
45847,1
45848,3
45849,1
45850,1
