Id,y
2000,1
2001,2
2002,1
2003,2
2004,2
2005,2
2006,1
2007,1
2008,2
2009,2
2010,2
2011,2
2012,1
2013,2
2014,0
2015,0
2016,2
2017,0
2018,2
2019,1
2020,2
2021,2
2022,2
2023,0
2024,1
2025,2
2026,1
2027,2
2028,0
2029,2
2030,0
2031,0
2032,0
2033,0
2034,2
2035,0
2036,2
2037,0
2038,2
2039,0
2040,2
2041,2
2042,2
2043,0
2044,1
2045,2
2046,1
2047,1
2048,0
2049,1
2050,2
2051,2
2052,2
2053,1
2054,2
2055,0
2056,0
2057,1
2058,1
2059,2
2060,2
2061,1
2062,0
2063,2
2064,0
2065,1
2066,1
2067,0
2068,1
2069,0
2070,0
2071,1
2072,1
2073,1
2074,1
2075,1
2076,1
2077,0
2078,2
2079,2
2080,0
2081,0
2082,0
2083,2
2084,2
2085,1
2086,2
2087,0
2088,2
2089,1
2090,1
2091,0
2092,2
2093,2
2094,1
2095,1
2096,0
2097,1
2098,1
2099,0
2100,2
2101,2
2102,2
2103,2
2104,1
2105,0
2106,0
2107,0
2108,2
2109,0
2110,0
2111,0
2112,1
2113,0
2114,1
2115,0
2116,1
2117,1
2118,1
2119,1
2120,1
2121,1
2122,1
2123,1
2124,0
2125,1
2126,1
2127,2
2128,1
2129,1
2130,0
2131,1
2132,2
2133,0
2134,1
2135,0
2136,1
2137,1
2138,2
2139,1
2140,2
2141,1
2142,0
2143,0
2144,2
2145,2
2146,2
2147,2
2148,1
2149,0
2150,0
2151,1
2152,2
2153,0
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,0
2161,0
2162,1
2163,0
2164,2
2165,0
2166,1
2167,1
2168,2
2169,1
2170,0
2171,1
2172,1
2173,2
2174,0
2175,1
2176,1
2177,0
2178,1
2179,1
2180,1
2181,1
2182,2
2183,2
2184,1
2185,2
2186,0
2187,0
2188,1
2189,2
2190,1
2191,2
2192,1
2193,0
2194,0
2195,2
2196,0
2197,2
2198,0
2199,0
2200,1
2201,1
2202,0
2203,1
2204,1
2205,1
2206,0
2207,0
2208,0
2209,1
2210,2
2211,1
2212,1
2213,0
2214,1
2215,0
2216,2
2217,2
2218,0
2219,0
2220,1
2221,1
2222,0
2223,1
2224,0
2225,2
2226,1
2227,2
2228,0
2229,2
2230,1
2231,0
2232,0
2233,0
2234,1
2235,2
2236,0
2237,1
2238,0
2239,1
2240,1
2241,2
2242,2
2243,1
2244,2
2245,1
2246,1
2247,2
2248,1
2249,0
2250,2
2251,1
2252,0
2253,0
2254,1
2255,1
2256,0
2257,2
2258,2
2259,0
2260,0
2261,1
2262,1
2263,2
2264,2
2265,0
2266,1
2267,2
2268,0
2269,0
2270,2
2271,2
2272,2
2273,2
2274,2
2275,0
2276,1
2277,2
2278,1
2279,0
2280,2
2281,1
2282,0
2283,1
2284,0
2285,2
2286,2
2287,0
2288,0
2289,1
2290,0
2291,0
2292,2
2293,2
2294,2
2295,2
2296,0
2297,0
2298,0
2299,2
2300,2
2301,0
2302,0
2303,2
2304,1
2305,1
2306,2
2307,1
2308,1
2309,1
2310,1
2311,0
2312,0
2313,2
2314,0
2315,1
2316,1
2317,2
2318,0
2319,0
2320,0
2321,0
2322,0
2323,1
2324,1
2325,2
2326,2
2327,2
2328,0
2329,0
2330,1
2331,2
2332,0
2333,2
2334,0
2335,0
2336,2
2337,1
2338,2
2339,0
2340,1
2341,2
2342,1
2343,2
2344,0
2345,2
2346,0
2347,2
2348,0
2349,1
2350,2
2351,0
2352,2
2353,1
2354,1
2355,2
2356,2
2357,2
2358,1
2359,1
2360,2
2361,0
2362,0
2363,0
2364,0
2365,1
2366,1
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,2
2375,0
2376,2
2377,1
2378,1
2379,1
2380,2
2381,0
2382,0
2383,1
2384,1
2385,2
2386,2
2387,2
2388,1
2389,0
2390,2
2391,0
2392,1
2393,1
2394,0
2395,2
2396,0
2397,1
2398,0
2399,2
2400,2
2401,1
2402,0
2403,0
2404,1
2405,2
2406,0
2407,0
2408,1
2409,1
2410,0
2411,0
2412,2
2413,2
2414,1
2415,2
2416,0
2417,2
2418,0
2419,1
2420,2
2421,2
2422,1
2423,1
2424,0
2425,2
2426,2
2427,0
2428,1
2429,0
2430,1
2431,0
2432,0
2433,1
2434,1
2435,2
2436,2
2437,2
2438,1
2439,2
2440,0
2441,2
2442,1
2443,2
2444,1
2445,1
2446,2
2447,1
2448,0
2449,1
2450,2
2451,0
2452,2
2453,2
2454,0
2455,1
2456,2
2457,2
2458,2
2459,1
2460,0
2461,1
2462,2
2463,1
2464,2
2465,2
2466,2
2467,0
2468,0
2469,2
2470,2
2471,0
2472,1
2473,2
2474,0
2475,0
2476,2
2477,2
2478,2
2479,1
2480,2
2481,0
2482,0
2483,1
2484,0
2485,2
2486,1
2487,0
2488,0
2489,2
2490,2
2491,1
2492,2
2493,0
2494,2
2495,1
2496,0
2497,0
2498,1
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,2
2507,0
2508,2
2509,2
2510,2
2511,0
2512,1
2513,1
2514,2
2515,1
2516,1
2517,2
2518,0
2519,2
2520,2
2521,2
2522,0
2523,1
2524,0
2525,0
2526,1
2527,1
2528,0
2529,0
2530,2
2531,0
2532,2
2533,2
2534,0
2535,1
2536,2
2537,0
2538,2
2539,2
2540,2
2541,2
2542,2
2543,1
2544,2
2545,0
2546,2
2547,1
2548,2
2549,1
2550,0
2551,2
2552,0
2553,0
2554,0
2555,1
2556,1
2557,1
2558,1
2559,2
2560,1
2561,2
2562,2
2563,0
2564,1
2565,2
2566,1
2567,2
2568,2
2569,1
2570,1
2571,1
2572,0
2573,0
2574,2
2575,0
2576,2
2577,2
2578,1
2579,1
2580,2
2581,2
2582,2
2583,2
2584,0
2585,1
2586,0
2587,1
2588,2
2589,0
2590,1
2591,0
2592,0
2593,0
2594,0
2595,2
2596,0
2597,0
2598,1
2599,2
2600,0
2601,2
2602,2
2603,0
2604,1
2605,0
2606,1
2607,2
2608,1
2609,0
2610,1
2611,2
2612,2
2613,0
2614,0
2615,1
2616,2
2617,1
2618,1
2619,0
2620,2
2621,0
2622,2
2623,2
2624,0
2625,1
2626,0
2627,0
2628,1
2629,0
2630,2
2631,1
2632,1
2633,1
2634,2
2635,2
2636,1
2637,1
2638,2
2639,1
2640,2
2641,2
2642,0
2643,2
2644,0
2645,0
2646,1
2647,1
2648,1
2649,1
2650,0
2651,2
2652,1
2653,2
2654,0
2655,1
2656,2
2657,0
2658,1
2659,2
2660,0
2661,2
2662,2
2663,1
2664,1
2665,2
2666,0
2667,1
2668,1
2669,1
2670,2
2671,0
2672,0
2673,2
2674,0
2675,0
2676,1
2677,2
2678,2
2679,2
2680,1
2681,2
2682,1
2683,0
2684,2
2685,2
2686,1
2687,1
2688,2
2689,0
2690,1
2691,1
2692,2
2693,1
2694,1
2695,0
2696,1
2697,1
2698,0
2699,2
2700,0
2701,0
2702,2
2703,0
2704,0
2705,2
2706,1
2707,2
2708,2
2709,2
2710,0
2711,2
2712,1
2713,2
2714,1
2715,0
2716,1
2717,1
2718,0
2719,0
2720,2
2721,2
2722,0
2723,0
2724,2
2725,0
2726,1
2727,2
2728,1
2729,0
2730,2
2731,1
2732,2
2733,0
2734,1
2735,0
2736,1
2737,2
2738,0
2739,2
2740,0
2741,0
2742,1
2743,2
2744,0
2745,2
2746,2
2747,1
2748,0
2749,1
2750,2
2751,0
2752,2
2753,0
2754,2
