Id,y
30000,6
30001,1
30002,0
30003,1
30004,2
30005,2
30006,4
30007,2
30008,4
30009,6
30010,8
30011,4
30012,1
30013,5
30014,4
30015,8
30016,6
30017,5
30018,4
30019,7
30020,8
30021,2
30022,8
30023,3
30024,8
30025,1
30026,0
30027,2
30028,6
30029,7
30030,1
30031,4
30032,7
30033,3
30034,0
30035,6
30036,0
30037,0
30038,4
30039,8
30040,7
30041,8
30042,4
30043,4
30044,6
30045,2
30046,0
30047,6
30048,1
30049,2
30050,5
30051,8
30052,2
30053,4
30054,4
30055,0
30056,9
30057,9
30058,2
30059,1
30060,8
30061,1
30062,5
30063,6
30064,6
30065,6
30066,3
30067,6
30068,2
30069,0
30070,4
30071,0
30072,6
30073,4
30074,4
30075,5
30076,2
30077,3
30078,5
30079,8
30080,4
30081,0
30082,3
30083,6
30084,9
30085,3
30086,4
30087,1
30088,0
30089,2
30090,0
30091,3
30092,7
30093,5
30094,1
30095,7
30096,9
30097,6
30098,7
30099,1
30100,1
30101,7
30102,5
30103,5
30104,8
30105,1
30106,4
30107,5
30108,4
30109,7
30110,6
30111,5
30112,5
30113,0
30114,3
30115,8
30116,1
30117,0
30118,8
30119,6
30120,1
30121,7
30122,0
30123,2
30124,6
30125,2
30126,4
30127,4
30128,9
30129,6
30130,5
30131,1
30132,1
30133,3
30134,2
30135,3
30136,7
30137,2
30138,0
30139,9
30140,3
30141,9
30142,6
30143,7
30144,7
30145,6
30146,1
30147,0
30148,2
30149,8
30150,1
30151,5
30152,3
30153,5
30154,9
30155,7
30156,6
30157,3
30158,4
30159,6
30160,6
30161,1
30162,0
30163,9
30164,5
30165,5
30166,2
30167,3
30168,8
30169,0
30170,1
30171,2
30172,3
30173,1
30174,9
30175,8
30176,7
30177,2
30178,7
30179,9
30180,2
30181,9
30182,0
30183,3
30184,3
30185,4
30186,3
30187,1
30188,1
30189,9
30190,4
30191,9
30192,7
30193,0
30194,4
30195,9
30196,7
30197,3
30198,3
30199,6
30200,5
30201,2
30202,0
30203,1
30204,2
30205,1
30206,4
30207,3
30208,4
30209,7
30210,2
30211,7
30212,2
30213,7
30214,0
30215,1
30216,6
30217,7
30218,6
30219,3
30220,3
30221,4
30222,0
30223,7
30224,6
30225,9
30226,2
30227,1
30228,2
30229,1
30230,2
30231,5
30232,5
30233,2
30234,3
30235,8
30236,7
30237,6
30238,7
30239,8
30240,4
30241,8
30242,0
30243,0
30244,4
30245,4
30246,1
30247,7
30248,0
30249,0
30250,7
30251,9
30252,9
30253,1
30254,9
30255,6
30256,8
30257,9
30258,8
30259,0
30260,4
30261,6
30262,1
30263,3
30264,6
30265,3
30266,8
30267,4
30268,0
30269,9
30270,3
30271,2
30272,0
30273,3
30274,8
30275,0
30276,9
30277,6
30278,3
30279,6
30280,2
30281,8
30282,4
30283,9
30284,9
30285,8
30286,1
30287,1
30288,1
30289,7
30290,8
30291,5
