Id,y
30000,0.74360967
30001,0.60635644
30002,0.71376127
30003,0.735686
30004,0.5229972
30005,0.53665715
30006,0.5466708
30007,0.37272236
30008,0.52319545
30009,0.8019158
30010,0.45474005
30011,0.6984913
30012,0.7829594
30013,0.7944433
30014,0.69835824
30015,0.6572776
30016,0.5445695
30017,0.43854675
30018,0.5980827
30019,0.9274302
30020,0.8908785
30021,0.54892224
30022,0.83296394
30023,0.8898922
30024,0.6493186
30025,0.7726735
30026,0.74516493
30027,0.55730474
30028,0.26894975
30029,0.77338326
30030,0.651744
30031,0.6854387
30032,0.5473815
30033,0.9321683
30034,0.52760714
30035,0.4327097
30036,0.3711906
30037,0.8008111
30038,0.71896136
30039,0.73233855
30040,0.8972755
30041,0.76091576
30042,0.45711225
30043,0.51800025
30044,0.56828153
30045,0.9242488
30046,0.34981182
30047,0.8090415
30048,0.66973245
30049,0.26291963
30050,0.773581
30051,0.75701374
30052,0.73321116
30053,0.62443626
30054,0.16225778
30055,0.73482406
30056,0.92263746
30057,0.93071336
30058,0.5675013
30059,0.788937
30060,0.7309931
30061,0.7106313
30062,0.5697616
30063,0.7800475
30064,0.4469915
30065,0.22160576
30066,0.8981279
30067,0.71874154
30068,0.37154198
30069,0.7115444
30070,0.675748
30071,0.5169071
30072,0.6840324
30073,0.15253446
30074,0.48295453
30075,0.6763819
30076,0.6384861
30077,0.6470234
30078,0.7857953
30079,0.44433865
30080,0.3855036
30081,0.70616615
30082,0.5132158
30083,0.74990064
30084,0.9406228
30085,0.4565209
30086,0.7425087
30087,0.68522626
30088,0.7968682
30089,0.81855124
30090,0.68783617
30091,0.38323516
30092,0.67723584
30093,0.9102296
30094,0.80474
30095,0.8857085
30096,0.93341434
30097,0.6727933
30098,0.6495896
30099,0.75213045
30100,0.7180491
30101,0.3290068
30102,0.6635294
30103,0.628921
30104,0.90631413
30105,0.6888028
30106,0.7311336
30107,0.5692026
30108,0.88904697
30109,0.7956874
30110,0.8464117
30111,0.7851744
30112,0.51562834
30113,0.8393244
30114,0.7203407
30115,0.9660541
30116,0.75680125
30117,0.35250357
30118,0.41125688
30119,0.8010283
30120,0.52715623
30121,0.7381477
30122,0.850359
30123,0.6764248
30124,0.78114134
30125,0.6953113
30126,0.51770073
30127,0.8022472
30128,0.7578246
30129,0.4685956
30130,0.8177647
30131,0.75562954
30132,0.5951057
30133,0.6245098
30134,0.73586524
30135,0.57795703
30136,0.43157133
30137,0.72415465
30138,0.7758126
30139,0.6326781
30140,0.6845002
30141,0.7445727
30142,0.7411051
30143,0.6025836
30144,0.8485554
30145,0.6406056
30146,0.75256735
30147,0.6824445
30148,0.85723567
30149,0.846056
30150,0.73058313
30151,0.73005533
30152,0.5381352
30153,0.71736765
30154,0.6669613
30155,0.5523584
30156,0.789857
30157,0.6425565
30158,0.9464579
30159,0.48702297
30160,0.74295205
30161,0.6930208
30162,0.7632777
30163,0.55656296
30164,0.8304608
30165,0.5393617
30166,0.32707167
30167,0.7628002
30168,0.78756696
30169,0.7385966
30170,0.38652527
30171,0.66897595
30172,0.25453544
30173,0.7500586
30174,0.46433935
30175,0.36623907
30176,0.7648701
30177,0.7988145
30178,0.44473663
30179,0.44170597
30180,0.8666083
30181,0.46830332
30182,0.627881
30183,0.67543226
30184,0.6126383
30185,0.2759945
30186,0.7935095
30187,0.75903314
30188,0.72956663
30189,0.6616115
30190,0.68898344
30191,0.80649376
30192,0.82516
30193,0.8184712
30194,0.33453238
30195,0.8122874
30196,0.6136053
30197,0.63992345
30198,0.81771284
30199,0.7938111
30200,0.94305
30201,0.8219555
30202,0.54485744
30203,0.75552446
30204,0.7448906
30205,0.32955542
30206,0.73722553
30207,0.5250514
30208,0.5608363
30209,0.75870526
30210,0.6049103
30211,0.83802426
30212,0.49175036
30213,0.76329523
30214,0.4984806
30215,0.36958593
30216,0.7456463
30217,0.5565877
30218,0.8488411
30219,0.74546033
